reaction,flux
R2,5.927293823315179
R3,1.956006961694009
R6,5.927293823315179
R7,4.936962873667526
R9,2.327385592357654
R21,0.7502013946001161
R22,0.29674575603193565
R25,0.3291361552051658
R40,10.153622195631392
R46,6.3395236531696755
R50,10.15536661725398
R51,10.15536661725398
R54,0.25206631277901387
R55,0.5205842222648503
R60,0.5205842222648503
R61,0.1690512518748222
R62,0.1690512518748222
R74,0.3770409674421554
R104,5.9851209010858675
R108,0.7294693978235379
R109,5.013050180302931
R111,4.8905570914465235
R112,4.255153450739641
R115,0.6699062193948514
R117,4.278390463297126
R118,4.255153450739641
R128,0.6133794948813287
R134,0.12448091719811118
R145,1.4282848314865177
R151,0.12448091719811118
R159,0.12448091719811118
R178,0.10489569266388633
R185,0.13125949869582013
R186,0.10654137343991217
R238,0.1655883996837189
R240,0.1655883996837189
R254,1.787453124446597
R255,0.11115421665511253
R619,0.29674575603193565
R802,0.5400466034606362
R866,0.12448091719811118
R880,0.15294437097258834
R923,0.6133794948813287
R993,5.041040569764858
R1003,0.10654137343991217
R1004,0.10654137343991217
R1005,0.10654137343991217
R1006,0.10654137343991217
R1013,0.10654137343991217
R1014,0.10654137343991217
R1015,0.10654137343991217
R1016,0.10654137343991217
R1033,5.431816561639091
R1036,5.03534402807116
R1044,5.03534402807116
R1312,1.8208161977682904
R1583,0.20807987732070582
R1597,0.3770409674421554
R1822,0.20172754952524613
R1823,0.13125949869582013
R1824,0.13125949869582013
R1825,0.13125949869582013
R1830,0.20172754952524613
R1836,0.13125949869582013
R1864,0.13125949869582013
R1962,25.986705799600916
R1974,0.3291361552051658
R1975,2.8
R2157,21.09614870815439
R2160,18.564833641179558
R2165,21.236734866636816
R2203,15.64824970294438
R2238,2.461765345597565
R2299,13.166237080946438
R2308,7.538637430855465
R2313,0.6354036407068824
R2316,0.7578967295632895
R2325,0.680916877888447
R2326,0.9720707207829368
R2329,12.993352899800458
R2331,0.11115421665511253
R2391,22.209311557382378
R2392,18.33916288841386
R2422,2.1744412213850657
Biomass,0.3291361552051658
R2534,0.3291361552051658
R2535,0.3291361552051658
R2536,0.3291361552051658
R2537,0.3291361552051658
R2538,0.3291361552051658
R2560,0.13125949869582013
R2602,0.6133794948813287
R2603,0.6133794948813287
R38,0.9903309496476531
R39,0.9903309496476531
R58,0.2685179094858365
R105,0.9720707207829368
R2201,18.33916288841386
R2202,22.209311557382378
R2204,2.1744412213850657
R2310,0.6699062193948514
R2312,0.6128675178754621
R2317,0.6133794948813287
R2323,0.10654137343991217
R2328,32.38459189739251
R2330,15.078367626387518
R2393,2.461765345597565
R2396,15.64824970294438
R2399,6.0
R2400,13.225976695236213
R2561,0.11115421665511253
R2601,0.6133794948813287
R35,5.041040569764858
R36,9.92293389985649
R42,10.153622195631392
R43,5.015712419036855
R56,0.5205842222648503
R114,6.101722781033943
R152,0.12388684881922442
R165,0.13682189971878744
R174,0.14557692144724485
R237,0.1655883996837189
R239,0.1655883996837189
R247,0.31070301648737714
R465,0.29674575603193565
R711,2.520520284882429
R929,0.21570779203384727
R1012,0.10654137343991217
R1122,2.42405562648369
R1244,0.14557692144724485
R1378,2.3343561599797185
R1835,0.20172754952524613
R2161,0.45936251586873694
R2250,6.0
R10,2.1744412213850657
R901,0.11803617718608243
R2306,21.265282491058528
