reaction,flux
R2,3.934527275127344
R3,1.2983940007920236
R6,3.934527275127344
R7,3.0427231842557454
R9,0.13772811579570043
R21,0.6755647421904616
R22,0.2672228705688957
R25,0.2963907871102576
R40,6.337316146873643
R46,4.860786399839108
R50,6.33888701804533
R51,6.33888701804533
R54,0.2269885324569753
R55,0.46879191165759376
R60,0.46879191165759376
R61,0.15223254210379844
R62,0.15223254210379844
R74,0.33952960604809146
R104,8.235857422778148
R107,0.6568953473342707
R109,3.6690090043793138
R111,3.558702608538103
R112,2.9865145270298914
R115,0.6005312440728297
R117,3.0074397165998787
R118,2.9865145270298914
R128,0.5523550919887275
R134,0.11209645748446145
R145,1.286186457267348
R151,0.11209645748446145
R159,0.11209645748446145
R185,0.11820064589957073
R238,0.14911420499517067
R240,0.14911420499517067
R254,1.6096215201492283
R255,0.10009561466894068
R619,0.2672228705688957
R802,0.4863180034905108
R866,0.11209645748446145
R880,0.13772811579570043
R923,0.5523550919887275
R1033,4.046112812079117
R1036,3.131316513579694
R1044,3.131316513579694
R1312,1.6423921358760363
R1583,0.18737825561110485
R1597,0.33952960604809146
R1822,0.1816579134198769
R1823,0.11820064589957073
R1824,0.11820064589957073
R1825,0.11820064589957073
R1830,0.1816579134198769
R1836,0.11820064589957073
R1864,0.11820064589957073
R1962,20.87908537284585
R1974,0.2963907871102576
R1975,2.8
R2157,19.304883922353305
R2158,1.984501158045557
R2159,1.984501158045557
R2160,20.48126566501907
R2165,22.868242136223532
R2203,11.552800822308708
R2238,2.216847213298674
R2299,12.70709598751664
R2308,5.283706413966734
R2313,4.263675949255615
R2314,3.6914878677474032
R2316,4.373982345096825
R2325,0.6131732603737011
R2326,0.8753605506514308
R2329,11.431793265445704
R2331,0.10009561466894068
R2391,17.46111036704335
R2392,12.017889599504706
Biomass,0.2963907871102576
R2534,0.2963907871102576
R2535,0.2963907871102576
R2536,0.2963907871102576
R2537,0.2963907871102576
R2538,0.2963907871102576
R2560,0.11820064589957073
R2602,0.5523550919887275
R2603,0.5523550919887275
R38,0.8918040908715986
R39,0.8918040908715986
R58,0.24180337920061845
R105,4.566848418398834
R2201,12.017889599504706
R2202,17.46111036704335
R2310,0.6005312440728297
R2312,3.5892133666262014
R2317,0.5523550919887275
R2328,34.90790243409555
R2330,11.696510989104475
R2393,2.216847213298674
R2396,11.552800822308708
R2399,4.0
R2400,12.760892178001907
R2561,0.10009561466894068
R2601,0.5523550919887275
R36,6.129578757709501
R42,6.337316146873643
R43,3.1136380301864257
R56,0.46879191165759376
R114,4.646644056151946
R152,0.11156149226830098
R165,0.12320965020173412
R174,0.13109364513886704
R237,0.14911420499517067
R239,0.14911420499517067
R247,0.27979153963446785
R465,0.26722287056889565
R929,0.19424727808123177
R1122,2.1856159849285657
R1244,0.131093645138867
R1378,2.104840612609135
R1835,0.18165791341987697
R2161,0.2443581560918531
R2250,4.0
R901,0.10629289705915525
R2306,22.893949591143556
