Reaction ID,DLKcat
R1145_reverse_num1,22.7356
R1146_num1,22.7356
R1146_reverse_num1,22.7356
R1147_num1,22.7356
R1147_reverse_num1,22.7356
R1148_num1,22.7356
R1148_reverse_num1,22.7356
R1149_num1,22.7356
R1149_reverse_num1,22.7356
R1150_num1,22.7356
R1150_reverse_num1,22.7356
R1151_num1,22.7356
R1151_reverse_num1,22.7356
R1152_num1,22.7356
R1152_reverse_num1,22.7356
R1153_num1,22.7356
R1153_reverse_num1,22.7356
R1154_num1,22.7356
R1154_reverse_num1,22.7356
R1155_num1,22.7356
R1155_reverse_num1,22.7356
R1156_num1,22.7356
R1156_reverse_num1,22.7356
R1157_num1,22.7356
R1157_reverse_num1,22.7356
R1158_num1,22.7356
R1158_reverse_num1,22.7356
R1159_num1,22.7356
R1159_reverse_num1,22.7356
R1160_num1,22.7356
R1160_reverse_num1,22.7356
R1161_num1,22.7356
R1161_reverse_num1,22.7356
R1162_num1,22.7356
R1162_reverse_num1,22.7356
R1163_num1,22.7356
R1163_reverse_num1,22.7356
R1164_num1,22.7356
R1164_reverse_num1,22.7356
R1165_num1,22.7356
R1165_reverse_num1,22.7356
R1166_num1,22.7356
R1166_reverse_num1,22.7356
R1167_num1,22.7356
R1167_reverse_num1,22.7356
R1168_num1,22.7356
R1168_reverse_num1,22.7356
R1169_num1,22.7356
R1169_reverse_num1,22.7356
R1173_num1,22.7356
R1173_reverse_num1,22.7356
R1174_num1,22.7356
R1174_reverse_num1,22.7356
R26_num1,22.7356
R26_reverse_num1,22.7356
R27_num1,22.7356
R27_reverse_num1,22.7356
R1193_num3,22.5932
R42_num1,22.5518
R42_reverse_num1,22.5518
R68_num2,22.4565
R68_reverse_num2,22.4565
R51,22.3284
R51_reverse,22.3284
R805,22.1776
R815,22.1776
R1825,22.0737
R1834_num2,22.0737
R2069,22.0737
R336,22.0737
R457,22.0735
R958,22.0735
R958_reverse,22.0735
R960,22.0735
R1540_num3,21.41
R1591_num10,21.41
R1591_reverse_num10,21.41
R2547_num10,21.41
R386_num10,21.41
R386_reverse_num10,21.41
R387_num10,21.41
R765_num3,21.41
R785_num3,21.41
R1302_num2,21.1165
R1124_num2,21.0085
R1125_num2,21.0085
R1459_num2,21.0085
R1230,20.9767
R1757_num5,20.8847
R20_num2,20.8735
R21_num2,20.8735
R256,20.8735
R1083_num1,20.745
R1084_num1,20.745
R731,20.6388
R731_reverse,20.6388
R800,19.7555
R1669_num2,19.4463
R24,19.4463
R10_num2,19.1322
R10_reverse_num2,19.1322
R1039_num1,19.1322
R1041_num1,19.1322
R1041_reverse_num1,19.1322
R1706_num8,19.1322
R365_num1,19.1322
R736_num1,19.1322
R736_reverse_num1,19.1322
R737_num1,19.1322
R75_num1,19.1322
R80_num1,19.1322
R80_reverse_num1,19.1322
R84_num3,19.1322
R881_num1,19.1322
R1029_num3,18.8455
R121,18.8455
R127,18.8455
R427,18.7183
R1540_num2,18.6638
R1591_num9,18.6638
R1591_reverse_num9,18.6638
R2547_num9,18.6638
R386_num9,18.6638
R386_reverse_num9,18.6638
R387_num9,18.6638
R765_num2,18.6638
R785_num2,18.6638
R592_num2,18.351
R593_num2,18.351
R594_num2,18.351
R595_num2,18.351
R596_num2,18.351
R597_num2,18.351
R598_num2,18.351
R599_num2,18.351
R600_num2,18.351
R601_num2,18.351
R602_num2,18.351
R603_num2,18.351
R604_num2,18.351
R605_num2,18.351
R606_num2,18.351
R607_num2,18.351
R608_num2,18.351
R609_num2,18.351
R610_num2,18.351
R611_num2,18.351
R621_num2,18.351
R1459_num3,18.3044
R1575_num3,18.1572
R1590_num1,18.1572
R1591_num1,18.1572
R1592_num1,18.1572
R1592_reverse_num1,18.1572
R974,18.1165
R750,17.875
R833_num2,17.875
R1192_num3,17.6993
R1192_reverse_num3,17.6993
R1194_num5,17.6993
R1195_num5,17.6993
R1196_num5,17.6993
R1197_num5,17.6993
R1198_num5,17.6993
R1199_num5,17.6993
R1200_num5,17.6993
R1270,17.5605
R1494_num5,17.3207
R1707_num6,17.3207
R1720_num5,17.3207
R198_num10,17.3207
R28_num6,17.3207
R907,17.2717
R1591_num5,17.0338
R1591_num6,17.0338
R1591_reverse_num5,17.0338
R1591_reverse_num6,17.0338
R2547_num5,17.0338
R2547_num6,17.0338
R386_num5,17.0338
R386_num6,17.0338
R386_reverse_num5,17.0338
R386_reverse_num6,17.0338
R387_num5,17.0338
R387_num6,17.0338
R390_num5,17.0338
R1001,16.5874
R1029_num2,16.5874
R1447,16.5874
R1938,16.5874
R1938_reverse,16.5874
R1939,16.5874
R1939_reverse,16.5874
R44,16.5874
R884_num2,16.5874
R885,16.5874
R885_reverse,16.5874
R916_num3,16.5874
R916_reverse_num3,16.5874
R929_num3,16.5874
R990,16.5874
R994,16.5874
R1832_num1,16.3195
R1832_reverse_num1,16.3195
R2138_num1,16.3195
R2138_reverse_num1,16.3195
R502_num8,16.1995
R1660_num3,15.816
R1740_num3,15.816
R1750,15.816
R196_num3,15.816
R196_reverse_num3,15.816
R378_num3,15.816
R379_num3,15.816
R380_num3,15.816
R1552_num1,15.5807
R1553,15.5807
R1902_num1,15.5807
R767_num1,15.5807
R768_num1,15.5807
R768_reverse_num1,15.5807
R769_num1,15.5807
R769_reverse_num1,15.5807
R770_num1,15.5807
R770_reverse_num1,15.5807
R771_num1,15.5807
R771_reverse_num1,15.5807
R775_num1,15.5807
R775_reverse_num1,15.5807
R776_num1,15.5807
R777_num1,15.5807
R1680,15.5363
R1680_reverse,15.5363
R1679,15.3726
R2278_num12,15.3726
R2287_num8,15.3726
R1552_num2,15.1668
R1902_num2,15.1668
R767_num2,15.1668
R768_num2,15.1668
R768_reverse_num2,15.1668
R769_num2,15.1668
R769_reverse_num2,15.1668
R770_num2,15.1668
R770_reverse_num2,15.1668
R771_num2,15.1668
R771_reverse_num2,15.1668
R775_num2,15.1668
R775_reverse_num2,15.1668
R776_num2,15.1668
R777_num2,15.1668
R254_num1,15.112
R978,15.112
R1269,14.9501
R1229,14.7969
R1957,14.7924
R1957_reverse,14.7924
R56_num2,14.7924
R436,14.6646
R1719_num1,14.6521
R1719_reverse_num1,14.6521
R1012_num5,14.5229
R1012_reverse_num5,14.5229
R225,14.5229
R225_reverse,14.5229
R239_num2,14.5229
R247_num4,14.5229
R247_reverse_num4,14.5229
R945_num4,14.5229
R1021,14.1686
R1109,13.9853
R1571_num16,13.4339
R1572_num16,13.4339
R1593_num10,13.4339
R1593_reverse_num10,13.4339
R72,13.378
R1337,13.3599
R1863_num1,13.315
R1863_reverse_num1,13.315
R1865_num1,13.315
R1865_reverse_num1,13.315
R1868_num1,13.315
R1868_reverse_num1,13.315
R419_num1,13.315
R419_reverse_num1,13.315
R132,13.2987
R133_num1,13.2987
R1660_num2,13.2987
R1740_num2,13.2987
R196_num2,13.2987
R196_reverse_num2,13.2987
R378_num2,13.2987
R379_num2,13.2987
R380_num2,13.2987
R1540_num1,12.9033
R1591_num4,12.9033
R1591_reverse_num4,12.9033
R2547_num4,12.9033
R381_num4,12.9033
R382_num4,12.9033
R383_num4,12.9033
R386_num4,12.9033
R386_reverse_num4,12.9033
R387_num4,12.9033
R389_num4,12.9033
R390_num4,12.9033
R391_num4,12.9033
R765_num1,12.9033
R785_num1,12.9033
R1201,12.8545
R89_num1,12.8203
R1205,12.657
R1591_num3,12.5059
R1591_reverse_num3,12.5059
R2547_num3,12.5059
R381_num2,12.5059
R382_num2,12.5059
R383_num2,12.5059
R386_num3,12.5059
R386_reverse_num3,12.5059
R387_num3,12.5059
R389_num2,12.5059
R390_num2,12.5059
R391_num2,12.5059
R37,12.4939
R1179_num4,12.4171
R1179_reverse_num4,12.4171
R1451_num3,12.4171
R146_num8,12.4171
R148_num3,12.4171
R1756_num8,12.4171
R1770_num4,12.4171
R1770_reverse_num4,12.4171
R1771_num4,12.4171
R1771_reverse_num4,12.4171
R1843_num8,12.4171
R1843_reverse_num8,12.4171
R2116_num8,12.4171
R223_num8,12.4171
R223_reverse_num8,12.4171
R230_num8,12.4171
R283_num7,12.4171
R284_num7,12.4171
R31_num7,12.4171
R32_num7,12.4171
R33_num7,12.4171
R34_num4,12.4171
R364_num8,12.4171
R364_reverse_num8,12.4171
R78_num8,12.4171
R814_num7,12.4171
R899_num6,12.4171
R899_reverse_num6,12.4171
R998_num1,12.4171
R1098_num1,12.352
R1098_reverse_num1,12.352
R1257_num2,12.2546
R1257_reverse_num2,12.2546
R1685,12.2546
R915,12.2054
R1225,11.9812
R878,11.9812
R1209,11.8828
R918_num2,11.8828
R1766,11.8134
R1768,11.8134
R1768_reverse,11.8134
R2145,11.8134
R892,11.6296
R1929,11.6235
R1965,11.6235
R85,11.4984
R1203,11.4266
R1458,11.3729
R2061,11.3729
R993,11.3729
R152_num3,11.3689
R1780_num6,11.2155
R711_num8,11.2155
R981_num7,11.2155
R981_reverse_num7,11.2155
R1580,11.1759
R1357_num1,11.158
R1360_num1,11.158
R1361_num1,11.158
R1465_num1,11.158
R1465_reverse_num1,11.158
R95_num2,11.1388
R1568,11.1148
R1569,11.1148
R738,11.1105
R1581_num2,11.0642
R1582_num2,11.0642
R1661_num2,11.0642
R2044_num2,11.0642
R381_num3,11.0642
R382_num3,11.0642
R383_num3,11.0642
R389_num3,11.0642
R390_num3,11.0642
R391_num3,11.0642
R786_num2,11.0642
R788_num2,11.0642
R1233,11.0376
R1604,11.0064
R1624,11.0064
R1443,10.9966
R2079,10.9966
R2080,10.9966
R98_num3,10.9966
R98_reverse_num3,10.9966
R1302_num1,10.9495
R1845_num2,10.9288
R1845_reverse_num2,10.9288
R1860_num1,10.9288
R1860_reverse_num1,10.9288
R623_num1,10.9288
R624_num1,10.9288
R625_num1,10.9288
R626_num1,10.9288
R627_num1,10.9288
R628_num1,10.9288
R636_num1,10.9288
R637_num1,10.9288
R641_num1,10.9288
R644_num1,10.9288
R645_num1,10.9288
R646_num1,10.9288
R647_num1,10.9288
R648_num1,10.9288
R649_num1,10.9288
R650_num1,10.9288
R651_num1,10.9288
R652_num1,10.9288
R653_num1,10.9288
R1571_num2,10.7304
R1572_num2,10.7304
R1593_num1,10.7304
R1593_reverse_num1,10.7304
R1390_num2,10.7238
R1519_num4,10.6687
R1522_num4,10.6687
R1525_num4,10.6687
R1640,10.6687
R1640_reverse,10.6687
R1652_num1,10.6687
R310,10.6687
R467_num11,10.6687
R468_num11,10.6687
R468_reverse_num11,10.6687
R472_num11,10.6687
R473_num11,10.6687
R473_reverse_num11,10.6687
R477_num11,10.6687
R478_num11,10.6687
R478_reverse_num11,10.6687
R482_num11,10.6687
R483_num11,10.6687
R483_reverse_num11,10.6687
R487_num11,10.6687
R488_num11,10.6687
R488_reverse_num11,10.6687
R492_num11,10.6687
R493_num11,10.6687
R493_reverse_num11,10.6687
R497_num11,10.6687
R498_num11,10.6687
R498_reverse_num11,10.6687
R503_num10,10.6687
R503_reverse_num10,10.6687
R507_num11,10.6687
R508_num10,10.6687
R513_num11,10.6687
R514_num10,10.6687
R518_num11,10.6687
R519_num10,10.6687
R523_num11,10.6687
R524_num10,10.6687
R528_num11,10.6687
R529_num10,10.6687
R533_num11,10.6687
R534_num10,10.6687
R538_num11,10.6687
R539_num10,10.6687
R543_num11,10.6687
R544_num10,10.6687
R548_num11,10.6687
R549_num10,10.6687
R836_num2,10.6687
R838_num2,10.6687
R841_num2,10.6687
R1456,10.6271
R1457,10.6271
R754_num1,10.5821
R1735_num3,10.5698
R352_num2,10.5488
R59_num2,10.5488
R1780_num5,10.3317
R711_num6,10.3317
R981_num5,10.3317
R981_reverse_num5,10.3317
R916_num2,10.223
R53_num3,10.1179
R53_reverse_num3,10.1179
R1110,9.9901
R1111_num2,9.9901
R1112_num2,9.9901
R1112_reverse_num2,9.9901
R1113_num2,9.9901
R1113_reverse_num2,9.9901
R1114_num2,9.9901
R1114_reverse_num2,9.9901
R1461,9.9901
R1104,9.9754
R683,9.9754
R684,9.9754
R684_reverse,9.9754
R685,9.9754
R685_reverse,9.9754
R686,9.9754
R686_reverse,9.9754
R687,9.9754
R687_reverse,9.9754
R688,9.9754
R688_reverse,9.9754
R689,9.9754
R689_reverse,9.9754
R1281_num3,9.7239
R22_num5,9.7239
R252_num13,9.7239
R465_num4,9.7239
R466_num4,9.7239
R466_reverse_num4,9.7239
R467_num10,9.7239
R468_num10,9.7239
R468_reverse_num10,9.7239
R469_num4,9.7239
R470_num4,9.7239
R470_reverse_num4,9.7239
R471,9.7239
R472_num10,9.7239
R473_num10,9.7239
R473_reverse_num10,9.7239
R474_num4,9.7239
R474_reverse_num4,9.7239
R475_num4,9.7239
R475_reverse_num4,9.7239
R476,9.7239
R477_num10,9.7239
R478_num10,9.7239
R478_reverse_num10,9.7239
R479_num4,9.7239
R479_reverse_num4,9.7239
R480_num4,9.7239
R480_reverse_num4,9.7239
R481,9.7239
R482_num10,9.7239
R483_num10,9.7239
R483_reverse_num10,9.7239
R484_num4,9.7239
R484_reverse_num4,9.7239
R485_num4,9.7239
R485_reverse_num4,9.7239
R486,9.7239
R487_num10,9.7239
R488_num10,9.7239
R488_reverse_num10,9.7239
R489_num4,9.7239
R489_reverse_num4,9.7239
R490_num4,9.7239
R490_reverse_num4,9.7239
R491,9.7239
R492_num10,9.7239
R493_num10,9.7239
R493_reverse_num10,9.7239
R494_num4,9.7239
R494_reverse_num4,9.7239
R495_num4,9.7239
R495_reverse_num4,9.7239
R496,9.7239
R497_num10,9.7239
R498_num10,9.7239
R498_reverse_num10,9.7239
R499_num4,9.7239
R499_reverse_num4,9.7239
R500_num4,9.7239
R500_reverse_num4,9.7239
R501,9.7239
R502_num6,9.7239
R503_num9,9.7239
R503_reverse_num9,9.7239
R504_num2,9.7239
R505_num5,9.7239
R506,9.7239
R507_num10,9.7239
R508_num9,9.7239
R509_num2,9.7239
R510_num5,9.7239
R511,9.7239
R512_num2,9.7239
R512_reverse_num2,9.7239
R513_num10,9.7239
R514_num9,9.7239
R515,9.7239
R515_reverse,9.7239
R516_num5,9.7239
R517,9.7239
R518_num10,9.7239
R519_num9,9.7239
R520,9.7239
R520_reverse,9.7239
R521_num5,9.7239
R522,9.7239
R523_num10,9.7239
R524_num9,9.7239
R525,9.7239
R525_reverse,9.7239
R526_num5,9.7239
R527,9.7239
R528_num10,9.7239
R529_num9,9.7239
R530,9.7239
R530_reverse,9.7239
R531_num5,9.7239
R532,9.7239
R533_num10,9.7239
R534_num9,9.7239
R535,9.7239
R535_reverse,9.7239
R536_num5,9.7239
R537,9.7239
R538_num10,9.7239
R539_num9,9.7239
R540,9.7239
R540_reverse,9.7239
R541_num5,9.7239
R542,9.7239
R543_num10,9.7239
R544_num9,9.7239
R545,9.7239
R545_reverse,9.7239
R546_num5,9.7239
R547,9.7239
R548_num10,9.7239
R549_num9,9.7239
R550,9.7239
